Id,EssaySet,Score1,Score2,EssayText,Arabic Translation
136,1,2,3,"The additional information that is needed in the procedure is they should state what samples are going to be used. Also, they should include how much vinegar we need to pour into the container because different amounts could have different results. Lastly, It should include the size of the container because it could have a different result.",المعلومات الإضافية المطلوبة في الإجراء هي أنها يجب أن تحدد العينات التي سيتم استخدامها. أيضًا ، يجب أن يتضمنوا مقدار الخل الذي نحتاجه لصبه في الحاوية لأن الكميات المختلفة يمكن أن يكون لها نتائج مختلفة. أخيرًا ، يجب أن يتضمن حجم الحاوية لأنه قد يكون لها نتيجة مختلفة.
137,1,2,1,"Additional information to be included into the procedure to replicate it would have to be to clarify in the first step, what the samples are going to be. It would also be good if you were to add where you should put your samples while they are sitting in the vinegar. It would have clarified the procedure also if it were added what we should use to measure the samples. It would also be helpful if the procedure included how much of each sample to test.",يجب تضمين معلومات إضافية في الإجراء لتكرارها لتوضيح في الخطوة الأولى ، ما هي العينات. سيكون من الجيد أيضًا أن تضيف المكان الذي يجب أن تضع فيه عيناتك أثناء جلوسها في الخل. كان سيوضح الإجراء أيضًا إذا تمت إضافته ما يجب أن نستخدمه لقياس العينات. سيكون من المفيد أيضًا أن يتضمن الإجراء مقدار كل عينة يتم اختبارها.
138,1,3,3,"After reading the group's procedure, additional information that a would need in order to replicate the experiment are that a need to know the size of the containers that the samples are put in, for they need to be identical. U also need to know tha amount of samples u need to put in each container in order to obtain tha same starting mass the group of students recieved from the samples. Another factor a should know is the amount no vinegar that u pour into the containers concerning the oud example of the experiment. Another good peice of information would be the location where the samples are drying and amount of sunlight.",بعد قراءة إجراء المجموعة ، المعلومات الإضافية التي قد يحتاجها لتكرار التجربة هي الحاجة إلى معرفة حجم الحاويات التي يتم وضعها في العينات ، لأنها يجب أن تكون متطابقة. تحتاج أيضًا إلى معرفة كمية العينات التي تحتاج إلى وضعها في كل حاوية من أجل الحصول على نفس كتلة البداية التي تلقتها مجموعة الطلاب من العينات. عامل آخر يجب معرفته هو كمية الخل التي تصب في الحاويات المتعلقة بمثال العود للتجربة. سيكون هناك جزء جيد آخر من المعلومات هو الموقع الذي تجف فيه العينات وكمية ضوء الشمس.
139,1,3,3,Some additional information needed would be where the containers are to sit. Such as in the sun or in the refrigerator. How much vinegar are we putting into containers and what kind of containers are using?,بعض المعلومات الإضافية المطلوبة ستكون حيث ستجلس الحاويات. مثل في الشمس أو في الثلاجة. ما مقدار الخل الذي نضعه في حاويات ونوع الحاويات التي نستخدمها؟
140,1,2,2,The students should say in the experiment what samples are being used. They should also say how much water they should use when they are distilling the sample and they also need to say how much vinegar they are pouring into each labeled cup.,يجب على الطلاب أن يقولوا في التجربة ما هي العينات المستخدمة. يجب عليهم أيضًا تحديد مقدار الماء الذي يجب أن يستخدموه عندما يقومون بتقطير العينة ويحتاجون أيضًا إلى تحديد مقدار الخل الذي يسكبونه في كل كوب مسمى.
141,1,2,2,"Three additional pieces of information that I would need to know to replicate this experiment would be what exactly the four samples are of, how much vinegar to pour into each container, and what exactly the purpose or problem statement for this experiment was.  Also, how much distilled water I would need to use.",ثلاث معلومات إضافية سأحتاج إلى معرفتها لتكرار هذه التجربة هي بالضبط ما هي العينات الأربعة ، وكم الخل الذي يجب أن تصب في كل حاوية ، وما هو بالضبط الغرض أو بيان المشكلة لهذه التجربة. أيضا ، كم من الماء المقطر قد أحتاج لاستخدامه.
142,1,2,2,"In the procedure, i would also need to know how much vinegar to use, which scale of measure they are using and how big each container is.",في الإجراء ، سأحتاج أيضًا إلى معرفة مقدار الخل الذي يجب استخدامه ، وحجم التدبير الذي يستخدمونه ومدى حجم كل حاوية.
143,1,3,2,"In order to complete this experiment, you would need additional information. You would need to know the list of materials to have everything to complete your experiment. You would also need to know where the experiment was performed to weigh any outside factors. You might also need to know to know the constants. What type of vinegar, and what time you started.",لإكمال هذه التجربة ، ستحتاج إلى معلومات إضافية. ستحتاج إلى معرفة قائمة المواد للحصول على كل شيء لإكمال تجربتك. ستحتاج أيضًا إلى معرفة مكان إجراء التجربة لموازنة أي عوامل خارجية. قد تحتاج أيضًا إلى معرفة الثوابت. ما نوع الخل ووقت البدء.
144,1,3,3,"To replicate this  experiment you would also need to know vinergar they used, the size of the cup and the the size of the samples.",لتكرار هذه التجربة ، ستحتاج أيضًا إلى معرفة الخل الذي استخدموه ، وحجم الكأس وحجم العينات.
145,1,2,2,After reading the procedure there were a few things I need to know to replicate the experiment. One thing is the amount of vinegar used. Another is How much water to use when rinsing it. The last thing is how to store the samples for 24 hours. There were a few problems with this procedure.,بعد قراءة الإجراء ، كان هناك بعض الأشياء التي أحتاج إلى معرفتها لتكرار التجربة. شيء واحد هو كمية الخل المستخدمة. آخر هو كمية المياه التي يجب استخدامها عند شطفها. آخر شيء هو كيفية تخزين العينات لمدة 24 ساعة. كانت هناك بعض المشاكل مع هذا الإجراء.
146,1,3,3,I would the amount of vinegar that should be put into each cup also should the containers be covered or not? It would be helpful to know what type of containers should the materials be put into.,هل يجب أن يكون مقدار الخل الذي يجب وضعه في كل كوب أيضًا هل يجب تغطية الحاويات أم لا؟ قد يكون من المفيد معرفة نوع الحاويات التي يجب وضع المواد فيها.
147,1,1,1,I need to know how big the container is & how many of them.,أريد أن أعرف حجم الحاوية وعددها.
148,1,2,2,What are the samples/what is the material use how much vinegar is poored in the containers.,ما هي العيّنات / ما هي المواد التي تستخدم كمية الخلّ الضعيفة في الحاويات؟
149,1,0,0,The students should have made a hypothesis of what they thought was going to happen. Also they should have stated what they were investigating. They should have made a conclusion from the results.,كان ينبغي على الطلاب أن يضعوا فرضية لما اعتقدوا أنه سيحدث. كما كان يجب عليهم ذكر ما كانوا يحققون فيه. كان عليهم أن يخلصوا إلى نتيجة من النتائج.
150,1,1,1,"In order to replicate the experiment, you would need additional information like how much vinegar was poured into the separate containers, what tools to use such as safety goggles, and having more trials.",من أجل تكرار التجربة ، ستحتاج إلى معلومات إضافية مثل كمية الخل التي تم سكبها في الحاويات المنفصلة ، والأدوات التي يجب استخدامها مثل نظارات السلامة ، والمزيد من التجارب.
151,1,1,1,"They needed to add what the samples were how the mass should be determined,they need to tell you to table the containers, and you need to record tour data.",كان عليهم أن يضيفوا ما هي العينات كيف يجب تحديد الكتلة ، وعليهم أن يخبركوا بجدول الحاويات ، وتحتاج إلى تسجيل بيانات الجولة.
152,1,2,1,"Some additional information I would need in order to replicate the experiment would be how much vinegar do I put  in each container. Also what am I supposed to label the container? I'm not quite sure how to measure the mass by using  a scale?. If so, the same scale for each sample. Also, how big are the samples sapposed to be?.",بعض المعلومات الإضافية التي أحتاجها لتكرار التجربة ستكون مقدار الخل الذي أضعه في كل حاوية. ما الذي يفترض بي أيضًا تسمية الحاوية؟ لست متأكدًا تمامًا من كيفية قياس الكتلة باستخدام مقياس ؟. إذا كان الأمر كذلك ، فإن نفس المقياس لكل عينة. وأيضًا ، ما حجم العينات ؟.
153,1,3,3,"To replicate this experiment, you would need to know the volume of the vinegar in the cup, the temperature of the surroundings, and the exact acidity of the vinegar on the ph scale.",لتكرار هذه التجربة ، ستحتاج إلى معرفة حجم الخل في الكأس ، ودرجة حرارة المحيط ، والحموضة الدقيقة للخل على مقياس الأس الهيدروجيني.
154,1,0,0,To replicate the group experiment you would need to add information even as if the lab is valid.,لتكرار تجربة المجموعة ، ستحتاج إلى إضافة معلومات حتى لو كان المختبر صالحًا.
155,1,2,3,You would need to add how much vinegar is needed to be poured in the container. I think the students should have started out with the same mass. What type of vinegar and does temperature matters.,ستحتاج إلى إضافة كمية الخل اللازمة لصبها في الوعاء. أعتقد أنه كان ينبغي أن يبدأ الطلاب بنفس الكتلة. ما هو نوع الخل ولا يهم درجة الحرارة.
156,1,0,0,"Some additional information would be how much of each sample would be put into the vinegar. Also, maybe not have then sit for 24 hours, but hav then sit less. They could also have rinsed them with replica water instead of distilled water.",بعض المعلومات الإضافية ستكون مقدار كل عينة ستوضع في الخل. أيضا ، ربما لم يجلس بعد ذلك لمدة 24 ساعة ، ولكن بعد ذلك يجلس أقل. كان بإمكانهم أيضًا شطفهم بماء متماثل بدلاً من الماء المقطر.
157,1,2,2,The additional information necessary to replicate the experiment are: ^p 1.)The amount of vinegar to pour - this must remain constant in a credible experiment. ^p 2.)The types of samples used should be in the procedure. ^p 3.),المعلومات الإضافية اللازمة لتكرار التجربة هي: ^ p 1.) كمية الخل التي يجب سكبها - يجب أن يظل هذا ثابتًا في تجربة موثوقة. ^ ص 2.) يجب أن تكون أنواع العينات المستخدمة في الإجراء. ^ ص 3.)
158,1,1,1,"To replicate the experiment, you would need to find out how much vinegar to pour into the containers. We know that marble lost 4 grams, limestone lost 1.3 grams, plastic lost 1 grams and wood stayed the same, but we need to know how much vinegar was used for each sample.",لتكرار التجربة ، ستحتاج إلى معرفة كمية الخل التي تصب في الحاويات. نحن نعلم أن الرخام فقد 4 جرامات ، وفقد الحجر الجيري 1.3 جرامًا ، وفقد البلاستيك 1 جرامًا ، وظل الخشب كما هو ، ولكننا بحاجة إلى معرفة مقدار الخل المستخدم لكل عينة.
159,1,0,0,"We had all the information we need to do the experiment, we allready know that wood is the one that has more mass out of all of them and that plastic is the least one but maybe if they would've explained it better to be able to complete the mass, because it looks like they only have estimates for the mass.",لقد حصلنا على جميع المعلومات التي نحتاجها لإجراء التجربة ، ونحن نعلم بالفعل أن الخشب هو الذي لديه كتلة أكبر من كل منهم وأن البلاستيك هو الأقل ولكن ربما لو كانوا قد شرحوا ذلك بشكل أفضل ليكونوا قادرين على يكمل الكتلة ، لأنه يبدو أن لديهم تقديرات للكتلة فقط.
160,1,2,2,The additional information you would need in order to replicate the experiment is the difference in mass from the beginning of the experiment to the end of the experiment. You'd also need to know what all the samples were and would need the same amount of vinegar in each container.,المعلومات الإضافية التي قد تحتاجها لتكرار التجربة هي الفرق في الكتلة من بداية التجربة حتى نهاية التجربة. ستحتاج أيضًا إلى معرفة ما هي جميع العينات وستحتاج إلى نفس كمية الخل في كل حاوية.
161,1,1,1,"To replicate the groups procedure I would need for them to tell the reader how much vinegar to put in the containers, how much of one sample material do they want, and how they want us to determine the mass.",لتكرار إجراء المجموعات ، أحتاج إلى إخبار القارئ بمقدار الخل الذي يجب وضعه في الحاويات ، وكم من عينة من المواد يريدونها ، وكيف يريدون أن نحدد الكتلة.
162,1,1,1,"There are a couple additions that should be made to replicate the lab accurately. In procedure 1, it does not say to measure the mass of the samples wi or without a petri dish. It also should say that they should be measured with a particular instrument, such as balance beam. Another part that was left out was that they forgot to tell how much vinegar the four samples need, because if one gets more than another, it might change the weight and how much water torince the samples with.",هناك بعض الإضافات التي يجب إجراؤها لتكرار المختبر بدقة. في الإجراء 1 ، لا يذكر قياس كتلة العينات مع أو بدون طبق بتري. يجب أن تقول أيضًا أنه يجب قياسها بأداة معينة ، مثل حزمة التوازن. الجزء الآخر الذي تم استبعاده هو أنهم نسوا أن يخبروا مقدار الخل الذي تحتاجه العينات الأربع ، لأنه إذا حصلت واحدة على أكثر من أخرى ، فقد يغير الوزن ومقدار الماء الذي تقذفه العينات.
163,1,1,1,"You would need to tel what type of samples they are. Also, what type of untensil to use to measure the mass of the samples. Also, would need repeat or replicating trials to re-test the experiment. Or you ll also need to tell what to label the containers by in this experiment, you 'll also need to reach the mass or how each sample looks by using your five senses, or whatever or not to make a data same to show your results.",ستحتاج إلى الاتصال بنوع العينات التي تكون عليها. أيضا ، ما نوع untensil لاستخدامه لقياس كتلة العينات. أيضًا ، قد تحتاج إلى تكرار التجارب أو تكرارها لإعادة اختبار التجربة. أو ستحتاج أيضًا إلى معرفة ما يمكن تسمية الحاويات به في هذه التجربة ، ستحتاج أيضًا إلى الوصول إلى الكتلة أو كيف تبدو كل عينة باستخدام حواسك الخمسة ، أو أيا كان أو لا تقوم بعمل نفس البيانات لإظهار نتائجك .
164,1,2,2,"In order to replicate this experiment I would need to know what kind of ''samples'' I am using. The group states to determine the mass of four samples but does not tell me what kind of material these samples are. Also it would be helpful to know how much of each sample I should measure. Again this groups procedure is very being detail and it would help to make the experiment as accurate as possible, to know how much of the sample I should be using. Finally in order to replicate this experiment I would need to know how much vinegar I should add to each sample. Different amounts of vinegar will affect each sample differently, making the experiment inaccurate.","من أجل تكرار هذه التجربة ، أحتاج إلى معرفة نوع ""العينات"" التي أستخدمها. تذكر المجموعة تحديد كتلة أربع عينات ولكنها لا تخبرني عن نوع المواد التي تكون هذه العينات. سيكون من المفيد أيضًا معرفة مقدار كل عينة يجب قياسها. مرة أخرى ، هذا الإجراء الجماعي هو التفاصيل للغاية وسيساعد على جعل التجربة دقيقة قدر الإمكان ، لمعرفة مقدار العينة التي يجب أن أستخدمها. أخيرًا ، لتكرار هذه التجربة ، أحتاج إلى معرفة مقدار الخل الذي يجب أن أضيفه لكل عينة. ستؤثر كميات مختلفة من الخل على كل عينة بشكل مختلف ، مما يجعل التجربة غير دقيقة."
165,1,2,2,"In order to be able to duplicate this experiment, you need the following information: How much vinegar to use. Also how big are the containers i.e what is what is their volume. And lastly how much of each sample to put into the containers.",لتتمكن من تكرار هذه التجربة ، تحتاج إلى المعلومات التالية: مقدار الخل الذي يجب استخدامه. أيضا ما هو حجم الحاويات أي ما هو حجمها. وأخيرًا مقدار كل عينة يتم وضعها في الحاويات.
166,1,1,1,"Additional information I would need is how much vinegar was put onto each sample. This is because, if more vinegar is put on one sample than another it will most likely after the mass in different ways: for example if more vinegar is put on wood than plastic then wood will have more mass lost than the plastic would.",المعلومات الإضافية التي أحتاجها هي مقدار الخل الذي تم وضعه على كل عينة. هذا لأنه ، إذا تم وضع المزيد من الخل على عينة واحدة من عينة أخرى ، فمن المرجح على الأرجح بعد الكتلة بطرق مختلفة: على سبيل المثال إذا تم وضع الخل على الخشب أكثر من البلاستيك ، فإن الخشب سوف يفقد كتلة أكثر من البلاستيك.
167,1,0,0,"In order to deplicate this experiment, you would need to state exectly how much of a certain chemicals you need to pour. In most cases, it is imperative that you get the right amount of a substance or your results may be difficient.",من أجل توضيح هذه التجربة ، ستحتاج إلى تحديد كمية المواد الكيميائية التي تحتاج إلى صبها بدقة. في معظم الحالات ، من الضروري أن تحصل على الكمية المناسبة من المادة أو قد تكون نتائجك متفاوتة.
168,1,3,3,"To repeat this experiment, I would need to know the four different  samples without knowing that I don't know what I'm testing. I also need to know how much vinegar in each of the 4 cups. I would need to know where to put all of the different containers. I don't know if they need to stay at room temp, cold or not.",لتكرار هذه التجربة ، أحتاج إلى معرفة العينات الأربعة المختلفة دون معرفة أنني لا أعرف ما أختبره. أحتاج أيضًا إلى معرفة مقدار الخل في كل كوب من 4 أكواب. أود أن أعرف أين أضع كل الحاويات المختلفة. لا أعرف ما إذا كانوا بحاجة إلى البقاء في درجة حرارة الغرفة ، أم باردًا أم لا.
169,1,0,0,You should repeat each step in the experiment. Start with step 1 and go all the way to step 6.,يجب عليك تكرار كل خطوة في التجربة. ابدأ بالخطوة الأولى وانتقل إلى الخطوة 6.
170,1,1,1,To replicate this procedure you would need to know how much vinegar to pour into each of the containers. You would also need to know when you started to know when to finish the experiment.,لتكرار هذا الإجراء ، ستحتاج إلى معرفة مقدار الخل الذي تصب في كل حاوية. ستحتاج أيضًا إلى معرفة متى بدأت في معرفة متى تنهي التجربة.
171,1,1,0,What materials should we use because inorder to do this experiment it has to tell us what sudstances are being used. Their procedure also does not tell us to get a starting weight.,ما هي المواد التي يجب أن نستخدمها لأن القيام بهذه التجربة يجب أن تخبرنا عن الحالات التي يتم استخدامها. لا تخبرنا إجراءاتهم أيضًا أن نحصل على وزن البدء.
172,1,2,2,"After reading the group's procedure in order to replicate the experiment, I would need to know the size of the containers because the smaller the container, the more densely packed the samples are. I would also need to know whether or not light and heat or dark and cold will affect the experiments.",بعد قراءة إجراء المجموعة من أجل تكرار التجربة ، أحتاج إلى معرفة حجم الحاويات لأنه كلما كانت الحاوية أصغر ، زادت كثافة تعبئة العينات. سأحتاج أيضًا إلى معرفة ما إذا كان الضوء والحرارة أو الظلام والبرد سيؤثران على التجارب أم لا.
173,1,1,0,The procedure has to be more specific. It should include that the experiment needs an ending mass and the difference of the beginning and end. It should have materials listed. It should have within the procedure a mini procedure for each material.,يجب أن يكون الإجراء أكثر تحديدا. يجب أن يشمل ذلك أن التجربة تحتاج إلى كتلة نهاية وفرق البداية والنهاية. يجب أن تحتوي على مواد مدرجة. يجب أن يكون ضمن الإجراء إجراء صغير لكل مادة.
174,1,3,3,"In order to replicate this experiment, I would need to know additional information such as the four different samples that they used (because I could have choosen metal, carbboard and many other sample materials that they didn't use and would get different results. Also I would also need to know the amount of vinegar to pour because this can caute a major change. Lastly, they might want to tell where to sit the samples while they dry for 30 minutes because if they are sitting in room temp. or by a light source makes a difference too.",من أجل تكرار هذه التجربة ، أحتاج إلى معرفة معلومات إضافية مثل العينات الأربعة المختلفة التي استخدموها (لأنه كان بإمكاني اختيار المعدن ، والكاربوارد والعديد من عينات المواد الأخرى التي لم يستخدموها وستحصل على نتائج مختلفة. أيضًا أحتاج أيضًا إلى معرفة كمية الخل التي يجب صبها لأن هذا يمكن أن يؤدي إلى تغيير كبير. وأخيرًا ، قد يرغبون في معرفة مكان الجلوس أثناء تجفيفهم لمدة 30 دقيقة لأنهم إذا كانوا يجلسون في درجة حرارة الغرفة. مصدر الضوء يحدث فرقًا أيضًا.
175,1,1,1,"To replicate the experiment, they would need to tell you how much vinnegar to put in the cups, have all the rocks way the same and tell us why they are doing the experiment.",لتكرار التجربة ، سيحتاجون أن يخبركوا كم مقدار الخل الذي يجب وضعه في الكؤوس ، وأن يكون كل الصخور بنفس الطريقة ويخبرونا عن سبب قيامهم بالتجربة.
176,1,2,2,"To replicate the procedure i would need to know the amount of vinegar needed, how much distilled water needed to rinse the samples and the type of samples.",لتكرار الإجراء ، أحتاج إلى معرفة كمية الخل اللازمة ، وكم من الماء المقطر المطلوب لشطف العينات ونوع العينات.
177,1,2,2,"These students procedure was not  a reliable one. The material needed to mention what kind of material they uses. Is there only reducing to ism the ""sample."" They also needed to know how much vinegar to pour into the cup. The material also that not  include in control groups. which is a centered post or any experiment. They student variable unchecked. They also included only the trial.","لم يكن إجراء هؤلاء الطلاب موثوقًا به. المواد اللازمة لذكر نوع المواد التي يستخدمونها. هل هناك اختزال فقط إلى ""العينة"". كما احتاجوا إلى معرفة كمية الخل التي يصبونها في الكوب. المواد التي لا تشملها في مجموعات المراقبة. وهو منشور مركزي أو أي تجربة. هم الطلاب المتغير دون رادع. وشملت أيضا التجربة فقط."
178,1,1,1,I would need to know the amount of vinegar  added to each sample which have to be the same replicate the experiment.,أود أن أعرف كمية الخل المضافة لكل عينة والتي يجب أن تكون نفس تكرار التجربة.
179,1,2,3,"The additional information I would need to know in order to replicate the experiment is what kind of samples they are using. In step 1, it tells me to determine the mass of four different samples, but doesn't tell me which kind. In step 2, It tells me to pour vinegar into each container but doesn't tell me what size or type of container. After sample are removed from the containers after 24 hours, I need to find the mass of each sample. Step 6, but they don;t tell me to subtract the end mass from the slurhnf.",المعلومات الإضافية التي أحتاج إلى معرفتها لتكرار التجربة هي نوع العينات التي يستخدمونها. في الخطوة 1 ، تخبرني بتحديد كتلة أربع عينات مختلفة ، لكنها لا تخبرني عن أي نوع. في الخطوة 2 ، تخبرني بصب الخل في كل حاوية ولكنها لا تخبرني عن حجم أو نوع الحاوية. بعد إزالة العينة من الحاويات بعد 24 ساعة ، أحتاج إلى العثور على كتلة كل عينة. الخطوة 6 ، لكنهم لا يخبرونني بطرح الكتلة النهائية من اللوح.
180,1,1,1,The group needs to add what to label because,تحتاج المجموعة إلى إضافة ما يتم تسميته بسبب
181,1,0,1,"First, I woule Say you need to get all materials before you do any of that. What would we use to get the masses of the 4 different materials and where woule we place the 4 containers while we are waiting for the results.",أولاً ، سأقول أنك بحاجة إلى الحصول على جميع المواد قبل القيام بأي من ذلك. ما الذي سنستخدمه للحصول على كتل من 4 مواد مختلفة وأين نضع الحاويات 4 بينما نحن في انتظار النتائج.
182,1,3,3,"First, you would need to know exactly how much vinegar to pour into each of the identical containers. You would also need to know what the size and material the container is made out of. Lastly, they should tell you where to leave the containers such as in the sun, in a dry, cold place etc.",أولاً ، ستحتاج إلى معرفة مقدار الخل الذي يجب أن تصب في كل حاوية متطابقة. ستحتاج أيضًا إلى معرفة الحجم والمواد المصنوعة من الحاوية. أخيرًا ، يجب أن يخبركوا بمكان ترك الحاويات مثل في الشمس ، في مكان جاف وبارد وما إلى ذلك.
183,1,2,2,"-In step 1, we need to know what samples. It should list the 4 types of rock. ^p -In step 4, how long should the samples be rinsed for an amount of time should given. ^p -In step 6, it should say to correct the new mass of each sample.",- في الخطوة 1 ، نحتاج إلى معرفة العينات. يجب أن يسرد أنواع الصخور الأربعة. ^ ص - في الخطوة 4 ، كم من الوقت يجب شطف العينات لفترة زمنية معينة. ^ ص - في الخطوة 6 ، يجب أن يقال لتصحيح الكتلة الجديدة لكل عينة.
184,1,1,1,"The procedure is not clear, they need to say the sample names because we don't know what it is. Also, they need to say why to measure the mass of the four different samples before putting it in the vinegar. Finally, they should repeat the experiment a several times so to see the difference and maybe they should keep the sample in the container for a longer time to see the results.",الإجراء غير واضح ، يحتاجون إلى ذكر أسماء العينة لأننا لا نعرف ما هو. كما أنهم بحاجة إلى تحديد سبب قياس كتلة العينات الأربع المختلفة قبل وضعها في الخل. وأخيرًا ، يجب عليهم تكرار التجربة عدة مرات حتى يلاحظوا الاختلاف وربما عليهم الاحتفاظ بالعينة في الحاوية لفترة أطول لرؤية النتائج.
185,1,0,0,"We would need observations during the whole experiment , maybe repeats of the experiment to see if anythings changed. Also try another sample.",نحتاج إلى ملاحظات أثناء التجربة بأكملها ، وربما تكرار التجربة لمعرفة ما إذا تغيرت أي شيء. جرب أيضًا عينة أخرى.
186,1,2,2,"The experiment is lacking several pieces of information about the procedure. For example the amount of vinegar added to the containers is not described. The method of determining the mass as well as the four sample materials, has not been specified in the procedural information.",التجربة تفتقر إلى عدة معلومات حول الإجراء. على سبيل المثال ، لم يتم وصف كمية الخل المضافة إلى الحاويات. لم يتم تحديد طريقة تحديد الكتلة وكذلك عينات المواد الأربع في المعلومات الإجرائية.
187,1,1,1,"1. I would have to know what kind of area I would have to leave it in for 24 hours. (temperature) ^p 2. I would have to know what kind of wood to use, if there has any specific. ^p 3. Also in step 6, it does not say what I have to use to determine the mass of the rocks, plastic and wood.",1. يجب أن أعرف نوع المنطقة التي يجب أن أتركها فيها لمدة 24 ساعة. (درجة الحرارة) ^ ص 2. أود أن أعرف أي نوع من الخشب لاستخدامه ، إذا كان هناك أي نوع محدد. ^ ص 3. أيضًا في الخطوة 6 ، لا يذكر ما يجب أن أستخدمه لتحديد كتلة الصخور والبلاستيك والخشب.
188,1,3,3,"In order to replicate the experiment, you need to know what the samples are taken of, what size the samples should be, what size the containers should be, and how much vinegar is to be used on each sample.",من أجل تكرار التجربة ، تحتاج إلى معرفة ما هي العينات التي تم أخذها ، وحجم العينات ، وحجم العبوات ، ومقدار الخل الذي يجب استخدامه في كل عينة.
189,1,0,0,"In this group's procedure, some additional information should've been what were the labels named.",في إجراء هذه المجموعة ، كان ينبغي أن تكون بعض المعلومات الإضافية هي التسميات المسماة.
190,1,2,2,Additional information you would need would be a control to see what would happen to the mass with out vinegar. You would also need to  know the size of the containers and how much vinegar you would use.,المعلومات الإضافية التي قد تحتاجها ستكون عنصر تحكم لمعرفة ما سيحدث للكتلة بدون خل. ستحتاج أيضًا إلى معرفة حجم الحاويات ومقدار الخل الذي ستستخدمه.
191,1,0,0,"In order to replicate the experiment i belive that the information wanted would be the starting rows, ending mass, and difference in mass. The additional information in my opinion would be how the structure changed throughout the procedure.I f you were to record this data at because the procedure would be successful to see the difference on mass in four samples",من أجل تكرار التجربة ، أعتقد أن المعلومات المطلوبة ستكون صفوف البداية ، وكتلة النهاية ، والاختلاف في الكتلة. المعلومات الإضافية في رأيي هي كيف تغيرت البنية طوال الإجراء ، إذا كنت ستسجل هذه البيانات لأن الإجراء سيكون ناجحًا لمعرفة الفرق على الكتلة في أربع عينات
192,1,0,0,I think that they should have did the project more than once probably about two more times to see if there project was right and they also should have written out there conclusion as well as putting it on a graph.,أعتقد أنه كان عليهم أن يقوموا بالمشروع أكثر من مرة على الأرجح حوالي مرتين إضافيتين لمعرفة ما إذا كان هناك مشروع صحيح وكان عليهم أيضًا كتابة الاستنتاج وكذلك وضعه على رسم بياني.
193,1,0,0,"In the procedure you would need to add the time in which the stone / rock / plastics began to change when vinegar was added to them. They could have to explain when they would change or what time for each one :marble, limestone, wood and plastic. In the procedure it only explained ""After 24hrs"" but they didn't write down the time difference for each one they only put the overall time.","في الإجراء ، ستحتاج إلى إضافة الوقت الذي بدأ فيه الحجر / الصخور / البلاستيك في التغيير عند إضافة الخل إليهم. يمكن أن يشرحوا متى سيغيرون أو أي وقت لكل واحد: الرخام والحجر الجيري والخشب والبلاستيك. في الإجراء شرح فقط ""بعد 24 ساعة"" لكنهم لم يكتبوا فرق الوقت لكل واحد وضعوا الوقت الإجمالي فقط."
194,1,1,1,"After reading the groups procedure,i found 2 more additional pieces of informotins so that i can duplicate the experiments. I need to know the independent variable, dependent variadle and how much vinegar to pour into each seperate containers.",بعد قراءة إجراء المجموعات ، وجدت قطعتين إضافيتين إضافيتين من Informotins حتى أتمكن من تكرار التجارب. أحتاج إلى معرفة المتغير المستقل ، المتغير التابع ومقدار الخل لصبه في كل حاويات منفصلة.
195,1,3,3,After reading that group's procedure one additional piece of information you would need to replicate that experiment is what the four different samples were. Another thing you would need to know is how much vinegar you should put in with each sample. The last piece of additional information you would need is how big each of the samples should be.,بعد قراءة إجراء هذه المجموعة ، ستحتاج إلى معلومة إضافية واحدة لتكرار هذه التجربة ، وهي ما كانت عليه العينات الأربعة المختلفة. شيء آخر قد تحتاج إلى معرفته هو مقدار الخل الذي يجب وضعه مع كل عينة. آخر جزء من المعلومات الإضافية التي قد تحتاجها هو حجم كل عينة يجب أن تكون.
196,1,3,3,"The additional information I would need in order to replicate this experiment are the mass of the containers because if you placed the substance in with the sample, in order to find the mass of only the sample, you need to subtract the mass of the container. Also it is necessary to know how much vinegar to mix in with the sample. I also need to know what type of environment to put the samples when I am waiting 24 hours. Lastly, I need to know what type of container to put the samples in because it may have an affect on how the samples react.",المعلومات الإضافية التي أحتاجها لتكرار هذه التجربة هي كتلة الحاويات لأنه إذا وضعت المادة في العينة ، من أجل العثور على كتلة العينة فقط ، فأنت بحاجة إلى طرح كتلة الحاوية. كما أنه من الضروري معرفة مقدار الخل المخلوط مع العينة. أحتاج أيضًا إلى معرفة نوع البيئة لوضع العينات عندما أنتظر 24 ساعة. وأخيرًا ، أحتاج إلى معرفة نوع الحاوية لوضع العينات فيها لأنه قد يكون له تأثير على كيفية تفاعل العينات.
197,1,2,2,"In order to replicate the experiment, the person performing it should do a few things differently. First, they should state what materials they are using, second, they should have a set  measurement  of how much vinegar to pour into each container, and third, they should state that you must find the difference of the starting and ending masses.",من أجل تكرار التجربة ، يجب على الشخص الذي يقوم بها القيام ببعض الأشياء بشكل مختلف. أولاً ، يجب أن يذكروا المواد التي يستخدمونها ، ثانيًا ، يجب أن يكون لديهم قياس محدد لكمية الخل التي تصب في كل حاوية ، وثالثًا ، يجب أن يذكروا أنه يجب أن تجد الفرق بين كتلتي البداية والنهاية.
198,1,1,1,"Need to know how much vinigar to put in each container, how you are going to get the mass of the sample and how they are going to calculate the difference should be included in the students procedure.",تحتاج إلى معرفة كمية vinigar لوضعها في كل حاوية ، وكيف ستحصل على كتلة العينة وكيف سيحسبون الفرق الذي يجب تضمينه في إجراءات الطلاب.
